military_group_id,unit_id
3c_roman_empire,3c_Aux_Assault_Bireme
3c_gallic_empire,3c_Aux_Assault_Quadreme
3c_gallicclient,3c_Aux_Assault_Quadreme
3c_palmyrene_empire,3c_Aux_Assault_Quadreme
3c_roman_empire,3c_Aux_Assault_Quadreme
3c_gallic_empire,3c_Aux_Bactrian_Hillmen
3c_gallicclient,3c_Aux_Bactrian_Hillmen
3c_palmyrene_empire,3c_Aux_Bactrian_Hillmen
3c_roman_empire,3c_Aux_Bactrian_Hillmen
3c_gallic_empire,3c_Aux_Bactrian_Horse_Archers
3c_gallicclient,3c_Aux_Bactrian_Horse_Archers
3c_palmyrene_empire,3c_Aux_Bactrian_Horse_Archers
3c_roman_empire,3c_Aux_Bactrian_Horse_Archers
3c_gallic_empire,3c_Aux_Bactrian_Light_Cavalry
3c_gallicclient,3c_Aux_Bactrian_Light_Cavalry
3c_palmyrene_empire,3c_Aux_Bactrian_Light_Cavalry
3c_roman_empire,3c_Aux_Bactrian_Light_Cavalry
3c_gallic_empire,3c_Aux_Bri_Assault_Bireme
3c_gallicclient,3c_Aux_Bri_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Bri_Assault_Bireme
3c_roman_empire,3c_Aux_Bri_Assault_Bireme
3c_gallic_empire,3c_Aux_Bri_Missile_Trireme
3c_gallicclient,3c_Aux_Bri_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Bri_Missile_Trireme
3c_roman_empire,3c_Aux_Bri_Missile_Trireme
3c_gallic_empire,3c_Aux_Briton_Slingers
3c_gallicclient,3c_Aux_Briton_Slingers
3c_palmyrene_empire,3c_Aux_Briton_Slingers
3c_roman_empire,3c_Aux_Briton_Slingers
3c_gallic_empire,3c_Aux_Camel_Archers
3c_gallicclient,3c_Aux_Camel_Archers
3c_palmyrene_empire,3c_Aux_Camel_Archers
3c_roman_empire,3c_Aux_Camel_Archers
3c_gallic_empire,3c_Aux_Camel_Spearmen
3c_gallicclient,3c_Aux_Camel_Spearmen
3c_palmyrene_empire,3c_Aux_Camel_Spearmen
3c_roman_empire,3c_Aux_Camel_Spearmen
3c_gallic_empire,3c_Aux_Cappadocian_Cavalry
3c_gallicclient,3c_Aux_Cappadocian_Cavalry
3c_palmyrene_empire,3c_Aux_Cappadocian_Cavalry
3c_roman_empire,3c_Aux_Cappadocian_Cavalry
3c_gallic_empire,3c_Aux_Celtic_Archers
3c_gallicclient,3c_Aux_Celtic_Archers
3c_palmyrene_empire,3c_Aux_Celtic_Archers
3c_roman_empire,3c_Aux_Celtic_Archers
3c_gallic_empire,3c_Aux_Celtic_Heavy_Cavalry
3c_gallicclient,3c_Aux_Celtic_Heavy_Cavalry
3c_palmyrene_empire,3c_Aux_Celtic_Heavy_Cavalry
3c_roman_empire,3c_Aux_Celtic_Heavy_Cavalry
3c_gallic_empire,3c_Aux_Celtic_Horsemen
3c_gallicclient,3c_Aux_Celtic_Horsemen
3c_palmyrene_empire,3c_Aux_Celtic_Horsemen
3c_roman_empire,3c_Aux_Celtic_Horsemen
3c_gallic_empire,3c_Aux_Celtic_Spearmen
3c_gallicclient,3c_Aux_Celtic_Spearmen
3c_palmyrene_empire,3c_Aux_Celtic_Spearmen
3c_roman_empire,3c_Aux_Celtic_Spearmen
3c_gallic_empire,3c_Aux_Celtic_Swordsmen
3c_gallicclient,3c_Aux_Celtic_Swordsmen
3c_palmyrene_empire,3c_Aux_Celtic_Swordsmen
3c_roman_empire,3c_Aux_Celtic_Swordsmen
3c_gallic_empire,3c_Aux_Chariots
3c_gallicclient,3c_Aux_Chariots
3c_palmyrene_empire,3c_Aux_Chariots
3c_roman_empire,3c_Aux_Chariots
3c_gallic_empire,3c_Aux_Cretan_Archers
3c_gallicclient,3c_Aux_Cretan_Archers
3c_palmyrene_empire,3c_Aux_Cretan_Archers
3c_roman_empire,3c_Aux_Cretan_Archers
3c_gallic_empire,3c_Aux_Desert_Riders
3c_gallicclient,3c_Aux_Desert_Riders
3c_palmyrene_empire,3c_Aux_Desert_Riders
3c_roman_empire,3c_Aux_Desert_Riders
3c_gallic_empire,3c_Aux_Eas_Assault_Bireme
3c_gallicclient,3c_Aux_Eas_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Eas_Assault_Bireme
3c_roman_empire,3c_Aux_Eas_Assault_Bireme
3c_gallic_empire,3c_Aux_Eas_Missile_Quinquereme
3c_gallicclient,3c_Aux_Eas_Missile_Quinquereme
3c_palmyrene_empire,3c_Aux_Eas_Missile_Quinquereme
3c_roman_empire,3c_Aux_Eas_Missile_Quinquereme
3c_gallic_empire,3c_Aux_Eas_Missile_Trireme
3c_gallicclient,3c_Aux_Eas_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Eas_Missile_Trireme
3c_roman_empire,3c_Aux_Eas_Missile_Trireme
3c_gallic_empire,3c_Aux_Eastern_Heavy_Cavalry
3c_gallicclient,3c_Aux_Eastern_Heavy_Cavalry
3c_palmyrene_empire,3c_Aux_Eastern_Heavy_Cavalry
3c_roman_empire,3c_Aux_Eastern_Heavy_Cavalry
3c_gallic_empire,3c_Aux_Eastern_Javelinmen
3c_gallicclient,3c_Aux_Eastern_Javelinmen
3c_palmyrene_empire,3c_Aux_Eastern_Javelinmen
3c_roman_empire,3c_Aux_Eastern_Javelinmen
3c_gallic_empire,3c_Aux_Eastern_Pikemen
3c_gallicclient,3c_Aux_Eastern_Pikemen
3c_palmyrene_empire,3c_Aux_Eastern_Pikemen
3c_roman_empire,3c_Aux_Eastern_Pikemen
3c_gallic_empire,3c_Aux_Eastern_Spearmen
3c_gallicclient,3c_Aux_Eastern_Spearmen
3c_palmyrene_empire,3c_Aux_Eastern_Spearmen
3c_roman_empire,3c_Aux_Eastern_Spearmen
3c_gallic_empire,3c_Aux_Egy_Assault_Quadreme
3c_gallicclient,3c_Aux_Egy_Assault_Quadreme
3c_palmyrene_empire,3c_Aux_Egy_Assault_Quadreme
3c_roman_empire,3c_Aux_Egy_Assault_Quadreme
3c_gallic_empire,3c_Aux_Egy_Missile_Trireme
3c_gallicclient,3c_Aux_Egy_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Egy_Missile_Trireme
3c_roman_empire,3c_Aux_Egy_Missile_Trireme
3c_gallic_empire,3c_Aux_Egyptian_Archers
3c_gallicclient,3c_Aux_Egyptian_Archers
3c_palmyrene_empire,3c_Aux_Egyptian_Archers
3c_roman_empire,3c_Aux_Egyptian_Archers
3c_gallic_empire,3c_Aux_Egyptian_Infantry
3c_gallicclient,3c_Aux_Egyptian_Infantry
3c_palmyrene_empire,3c_Aux_Egyptian_Infantry
3c_roman_empire,3c_Aux_Egyptian_Infantry
3c_gallic_empire,3c_Aux_Egyptian_Pikemen
3c_gallicclient,3c_Aux_Egyptian_Pikemen
3c_palmyrene_empire,3c_Aux_Egyptian_Pikemen
3c_roman_empire,3c_Aux_Egyptian_Pikemen
3c_gallic_empire,3c_Aux_Gal_Assault_Quadreme
3c_gallicclient,3c_Aux_Gal_Assault_Quadreme
3c_palmyrene_empire,3c_Aux_Gal_Assault_Quadreme
3c_roman_empire,3c_Aux_Gal_Assault_Quadreme
3c_gallic_empire,3c_Aux_Gal_Missile_Trireme
3c_gallicclient,3c_Aux_Gal_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Gal_Missile_Trireme
3c_roman_empire,3c_Aux_Gal_Missile_Trireme
3c_gallic_empire,3c_Aux_Gallic_Bowmen
3c_gallicclient,3c_Aux_Gallic_Bowmen
3c_palmyrene_empire,3c_Aux_Gallic_Bowmen
3c_roman_empire,3c_Aux_Gallic_Bowmen
3c_gallic_empire,3c_Aux_Gallic_Cavalry
3c_gallicclient,3c_Aux_Gallic_Cavalry
3c_palmyrene_empire,3c_Aux_Gallic_Cavalry
3c_roman_empire,3c_Aux_Gallic_Cavalry
3c_gallic_empire,3c_Aux_Gallic_Heavy_Infantry
3c_gallicclient,3c_Aux_Gallic_Heavy_Infantry
3c_palmyrene_empire,3c_Aux_Gallic_Heavy_Infantry
3c_roman_empire,3c_Aux_Gallic_Heavy_Infantry
3c_gallic_empire,3c_Aux_Gallic_Skirmishers
3c_gallicclient,3c_Aux_Gallic_Skirmishers
3c_palmyrene_empire,3c_Aux_Gallic_Skirmishers
3c_roman_empire,3c_Aux_Gallic_Skirmishers
3c_gallic_empire,3c_Aux_Gallic_Swordsmen
3c_gallicclient,3c_Aux_Gallic_Swordsmen
3c_palmyrene_empire,3c_Aux_Gallic_Swordsmen
3c_roman_empire,3c_Aux_Gallic_Swordsmen
3c_gallic_empire,3c_Aux_Germanic_Axe_Warriors
3c_gallicclient,3c_Aux_Germanic_Axe_Warriors
3c_palmyrene_empire,3c_Aux_Germanic_Axe_Warriors
3c_roman_empire,3c_Aux_Germanic_Axe_Warriors
3c_gallic_empire,3c_Aux_Germanic_Falxmen
3c_gallicclient,3c_Aux_Germanic_Falxmen
3c_palmyrene_empire,3c_Aux_Germanic_Falxmen
3c_roman_empire,3c_Aux_Germanic_Falxmen
3c_gallic_empire,3c_Aux_Germanic_Heavy_Infantry
3c_gallicclient,3c_Aux_Germanic_Heavy_Infantry
3c_palmyrene_empire,3c_Aux_Germanic_Heavy_Infantry
3c_roman_empire,3c_Aux_Germanic_Heavy_Infantry
3c_gallic_empire,3c_Aux_Germanic_Hunters
3c_gallicclient,3c_Aux_Germanic_Hunters
3c_palmyrene_empire,3c_Aux_Germanic_Hunters
3c_roman_empire,3c_Aux_Germanic_Hunters
3c_gallic_empire,3c_Aux_Germanic_Skirmishers
3c_gallicclient,3c_Aux_Germanic_Skirmishers
3c_palmyrene_empire,3c_Aux_Germanic_Skirmishers
3c_roman_empire,3c_Aux_Germanic_Skirmishers
3c_gallic_empire,3c_Aux_Germanic_Spear_Masters
3c_gallicclient,3c_Aux_Germanic_Spear_Masters
3c_palmyrene_empire,3c_Aux_Germanic_Spear_Masters
3c_roman_empire,3c_Aux_Germanic_Spear_Masters
3c_gallic_empire,3c_Aux_Germanic_Swordsmen
3c_gallicclient,3c_Aux_Germanic_Swordsmen
3c_palmyrene_empire,3c_Aux_Germanic_Swordsmen
3c_roman_empire,3c_Aux_Germanic_Swordsmen
3c_gallic_empire,3c_Aux_Hillmen
3c_gallicclient,3c_Aux_Hillmen
3c_palmyrene_empire,3c_Aux_Hillmen
3c_roman_empire,3c_Aux_Hillmen
3c_gallic_empire,3c_Aux_Hisp_Missile_Trireme
3c_gallicclient,3c_Aux_Hisp_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Hisp_Missile_Trireme
3c_roman_empire,3c_Aux_Hisp_Missile_Trireme
3c_gallic_empire,3c_Aux_Horse_Skirmishers
3c_gallicclient,3c_Aux_Horse_Skirmishers
3c_palmyrene_empire,3c_Aux_Horse_Skirmishers
3c_roman_empire,3c_Aux_Horse_Skirmishers
3c_gallic_empire,3c_Aux_Ibe_Assault_Quadreme
3c_gallicclient,3c_Aux_Ibe_Assault_Quadreme
3c_palmyrene_empire,3c_Aux_Ibe_Assault_Quadreme
3c_roman_empire,3c_Aux_Ibe_Assault_Quadreme
3c_gallic_empire,3c_Aux_Ibe_Missile_Trireme
3c_gallicclient,3c_Aux_Ibe_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Ibe_Missile_Trireme
3c_roman_empire,3c_Aux_Ibe_Missile_Trireme
3c_gallic_empire,3c_Aux_Iberian_Cavalry
3c_gallicclient,3c_Aux_Iberian_Cavalry
3c_palmyrene_empire,3c_Aux_Iberian_Cavalry
3c_roman_empire,3c_Aux_Iberian_Cavalry
3c_gallic_empire,3c_Aux_Iberian_Slingers
3c_gallicclient,3c_Aux_Iberian_Slingers
3c_palmyrene_empire,3c_Aux_Iberian_Slingers
3c_roman_empire,3c_Aux_Iberian_Slingers
3c_gallic_empire,3c_Aux_Iberian_Swordsmen
3c_gallicclient,3c_Aux_Iberian_Swordsmen
3c_palmyrene_empire,3c_Aux_Iberian_Swordsmen
3c_roman_empire,3c_Aux_Iberian_Swordsmen
3c_gallic_empire,3c_Aux_Ill_Assault_Bireme
3c_gallicclient,3c_Aux_Ill_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Ill_Assault_Bireme
3c_roman_empire,3c_Aux_Ill_Assault_Bireme
3c_gallic_empire,3c_Aux_Ill_Assault_Quadreme
3c_gallicclient,3c_Aux_Ill_Assault_Quadreme
3c_palmyrene_empire,3c_Aux_Ill_Assault_Quadreme
3c_roman_empire,3c_Aux_Ill_Assault_Quadreme
3c_gallic_empire,3c_Aux_Ill_Missile_Trireme
3c_gallicclient,3c_Aux_Ill_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Ill_Missile_Trireme
3c_roman_empire,3c_Aux_Ill_Missile_Trireme
3c_gallic_empire,3c_Aux_Illyrian_Archers
3c_gallicclient,3c_Aux_Illyrian_Archers
3c_palmyrene_empire,3c_Aux_Illyrian_Archers
3c_roman_empire,3c_Aux_Illyrian_Archers
3c_gallic_empire,3c_Aux_Illyrian_Armoured_Pikemen
3c_gallicclient,3c_Aux_Illyrian_Armoured_Pikemen
3c_palmyrene_empire,3c_Aux_Illyrian_Armoured_Pikemen
3c_roman_empire,3c_Aux_Illyrian_Armoured_Pikemen
3c_gallic_empire,3c_Aux_Illyrian_Cavalry
3c_gallicclient,3c_Aux_Illyrian_Cavalry
3c_palmyrene_empire,3c_Aux_Illyrian_Cavalry
3c_roman_empire,3c_Aux_Illyrian_Cavalry
3c_gallic_empire,3c_Aux_Illyrian_Raiders
3c_gallicclient,3c_Aux_Illyrian_Raiders
3c_palmyrene_empire,3c_Aux_Illyrian_Raiders
3c_roman_empire,3c_Aux_Illyrian_Raiders
3c_gallic_empire,3c_Aux_Illyrian_Slingers
3c_gallicclient,3c_Aux_Illyrian_Slingers
3c_palmyrene_empire,3c_Aux_Illyrian_Slingers
3c_roman_empire,3c_Aux_Illyrian_Slingers
3c_gallic_empire,3c_Aux_Illyrian_Swordsmen
3c_gallicclient,3c_Aux_Illyrian_Swordsmen
3c_palmyrene_empire,3c_Aux_Illyrian_Swordsmen
3c_roman_empire,3c_Aux_Illyrian_Swordsmen
3c_gallic_empire,3c_Aux_Indian_War_Elephants
3c_gallicclient,3c_Aux_Indian_War_Elephants
3c_palmyrene_empire,3c_Aux_Indian_War_Elephants
3c_roman_empire,3c_Aux_Indian_War_Elephants
3c_gallic_empire,3c_Aux_Lanciarii
3c_gallicclient,3c_Aux_Lanciarii
3c_palmyrene_empire,3c_Aux_Lanciarii
3c_roman_empire,3c_Aux_Lanciarii
3c_gallic_empire,3c_Aux_Libyan_Infantry
3c_gallicclient,3c_Aux_Libyan_Infantry
3c_palmyrene_empire,3c_Aux_Libyan_Infantry
3c_roman_empire,3c_Aux_Libyan_Infantry
3c_gallic_empire,3c_Aux_Missile_Quinquereme
3c_gallicclient,3c_Aux_Missile_Quinquereme
3c_palmyrene_empire,3c_Aux_Missile_Quinquereme
3c_roman_empire,3c_Aux_Missile_Quinquereme
3c_gallic_empire,3c_Aux_Missile_Trireme
3c_gallicclient,3c_Aux_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Missile_Trireme
3c_roman_empire,3c_Aux_Missile_Trireme
3c_gallic_empire,3c_Aux_Num_Assault_Bireme
3c_gallicclient,3c_Aux_Num_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Num_Assault_Bireme
3c_roman_empire,3c_Aux_Num_Assault_Bireme
3c_gallic_empire,3c_Aux_Num_Missile_Trireme
3c_gallicclient,3c_Aux_Num_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Num_Missile_Trireme
3c_roman_empire,3c_Aux_Num_Missile_Trireme
3c_gallic_empire,3c_Aux_Numidian_Cavalry
3c_gallicclient,3c_Aux_Numidian_Cavalry
3c_palmyrene_empire,3c_Aux_Numidian_Cavalry
3c_roman_empire,3c_Aux_Numidian_Cavalry
3c_gallic_empire,3c_Aux_Numidian_Infantry
3c_gallicclient,3c_Aux_Numidian_Infantry
3c_palmyrene_empire,3c_Aux_Numidian_Infantry
3c_roman_empire,3c_Aux_Numidian_Infantry
3c_gallic_empire,3c_Aux_Numidian_Javelinmen
3c_gallicclient,3c_Aux_Numidian_Javelinmen
3c_palmyrene_empire,3c_Aux_Numidian_Javelinmen
3c_roman_empire,3c_Aux_Numidian_Javelinmen
3c_gallic_empire,3c_Aux_Peltasts
3c_gallicclient,3c_Aux_Peltasts
3c_palmyrene_empire,3c_Aux_Peltasts
3c_roman_empire,3c_Aux_Peltasts
3c_gallic_empire,3c_Aux_Per_Assault_Bireme
3c_gallicclient,3c_Aux_Per_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Per_Assault_Bireme
3c_roman_empire,3c_Aux_Per_Assault_Bireme
3c_gallic_empire,3c_Aux_Per_Missile_Trireme
3c_gallicclient,3c_Aux_Per_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Per_Missile_Trireme
3c_roman_empire,3c_Aux_Per_Missile_Trireme
3c_gallic_empire,3c_Aux_Persian_Archers
3c_gallicclient,3c_Aux_Persian_Archers
3c_palmyrene_empire,3c_Aux_Persian_Archers
3c_roman_empire,3c_Aux_Persian_Archers
3c_gallic_empire,3c_Aux_Persian_Cataphracts
3c_gallicclient,3c_Aux_Persian_Cataphracts
3c_palmyrene_empire,3c_Aux_Persian_Cataphracts
3c_roman_empire,3c_Aux_Persian_Cataphracts
3c_gallic_empire,3c_Aux_Persian_Cavalry
3c_gallicclient,3c_Aux_Persian_Cavalry
3c_palmyrene_empire,3c_Aux_Persian_Cavalry
3c_roman_empire,3c_Aux_Persian_Cavalry
3c_gallic_empire,3c_Aux_Persian_Horse_Skirmishers
3c_gallicclient,3c_Aux_Persian_Horse_Skirmishers
3c_palmyrene_empire,3c_Aux_Persian_Horse_Skirmishers
3c_roman_empire,3c_Aux_Persian_Horse_Skirmishers
3c_gallic_empire,3c_Aux_Persian_Skirmishers
3c_gallicclient,3c_Aux_Persian_Skirmishers
3c_palmyrene_empire,3c_Aux_Persian_Skirmishers
3c_roman_empire,3c_Aux_Persian_Skirmishers
3c_gallic_empire,3c_Aux_Persian_Spearmen
3c_gallicclient,3c_Aux_Persian_Spearmen
3c_palmyrene_empire,3c_Aux_Persian_Spearmen
3c_roman_empire,3c_Aux_Persian_Spearmen
3c_gallic_empire,3c_Aux_Pontic_Cavalry
3c_gallicclient,3c_Aux_Pontic_Cavalry
3c_palmyrene_empire,3c_Aux_Pontic_Cavalry
3c_roman_empire,3c_Aux_Pontic_Cavalry
3c_gallic_empire,3c_Aux_Rhodian_Slingers
3c_gallicclient,3c_Aux_Rhodian_Slingers
3c_palmyrene_empire,3c_Aux_Rhodian_Slingers
3c_roman_empire,3c_Aux_Rhodian_Slingers
3c_gallic_empire,3c_Aux_Sab_Assault_Bireme
3c_gallicclient,3c_Aux_Sab_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Sab_Assault_Bireme
3c_roman_empire,3c_Aux_Sab_Assault_Bireme
3c_gallic_empire,3c_Aux_Sab_Missile_Trireme
3c_gallicclient,3c_Aux_Sab_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Sab_Missile_Trireme
3c_roman_empire,3c_Aux_Sab_Missile_Trireme
3c_gallic_empire,3c_Aux_Sabean_Archers
3c_gallicclient,3c_Aux_Sabean_Archers
3c_palmyrene_empire,3c_Aux_Sabean_Archers
3c_roman_empire,3c_Aux_Sabean_Archers
3c_gallic_empire,3c_Aux_Sabean_Cavalry
